"ID";"Airports";"Periods";"TotalFlights_3";"TotalArrivalsFlights_6";"TotalDeparturesFlights_9";"TotalPassengers_12";"TotalArrivalsPassengers_15";"TotalDeparturesPassengers_18";"TotalCountryOfOriginDestination_21";"EuropeTotal_22";"EUCountries_23";"TotalIntercontinentalPassengers_25";"America_32";"Asia_36";"WestAsia_37";"SouthEastAsia_38";"NorthEastAsia_39"
"2378";"A043593";"2005MM04";"     143";"      72";"      71";"    6130";"    2273";"    3857";"    6130";"    6130";"    5326";"       0";"       0";"       0";"       0";"       0";"       0"
"2379";"A043593";"2005MM05";"     253";"     128";"     125";"   17474";"    7834";"    9640";"   17474";"   17474";"   10857";"       0";"       0";"       0";"       0";"       0";"       0"
"2380";"A043593";"2005MM06";"     322";"     162";"     160";"   19585";"   11306";"    8279";"   19585";"   19585";"   11540";"       0";"       0";"       0";"       0";"       0";"       0"
"2381";"A043593";"2005KW02";"     718";"     362";"     356";"   43189";"   21413";"   21776";"   43189";"   43189";"   27723";"       0";"       0";"       0";"       0";"       0";"       0"
"2382";"A043593";"2005MM07";"     202";"     100";"     102";"   10771";"    4863";"    5908";"   10771";"   10771";"    7624";"       0";"       0";"       0";"       0";"       0";"       0"
"2383";"A043593";"2005MM08";"     239";"     117";"     122";"   19054";"    9898";"    9156";"   19054";"   19054";"   11366";"       0";"       0";"       0";"       0";"       0";"       0"
"2384";"A043593";"2005MM09";"     243";"     120";"     123";"   16298";"    7954";"    8344";"   16298";"   16298";"   11495";"       0";"       0";"       0";"       0";"       0";"       0"
"2385";"A043593";"2005KW03";"     684";"     337";"     347";"   46123";"   22715";"   23408";"   46123";"   46123";"   30485";"       0";"       0";"       0";"       0";"       0";"       0"
"2386";"A043593";"2005MM10";"     183";"      90";"      93";"   11352";"    6884";"    4468";"   11352";"   11352";"    5896";"       0";"       0";"       0";"       0";"       0";"       0"
"2387";"A043593";"2005MM11";"     132";"      68";"      64";"    4768";"    2283";"    2485";"    4768";"    4768";"    4621";"       0";"       0";"       0";"       0";"       0";"       0"
"2388";"A043593";"2005MM12";"      98";"      49";"      49";"    3330";"    1653";"    1677";"    3330";"    3330";"    3187";"       0";"       0";"       0";"       0";"       0";"       0"
"2389";"A043593";"2005KW04";"     413";"     207";"     206";"   19450";"   10820";"    8630";"   19450";"   19450";"   13704";"       0";"       0";"       0";"       0";"       0";"       0"
"2390";"A043593";"2005JJ00";"    2139";"    1067";"    1072";"  122794";"   62007";"   60787";"  122794";"  122794";"   85646";"       0";"       0";"       0";"       0";"       0";"       0"
"2391";"A043593";"2006MM01";"     112";"      56";"      56";"    4467";"    2174";"    2293";"    4467";"    4467";"    4467";"       0";"       0";"       0";"       0";"       0";"       0"
"2392";"A043593";"2006MM02";"     113";"      58";"      55";"    5006";"    2549";"    2457";"    5006";"    4883";"    4566";"     123";"       0";"       0";"       0";"       0";"       0"
"2393";"A043593";"2006MM03";"     113";"      57";"      56";"    4520";"    2231";"    2289";"    4520";"    4520";"    4520";"       0";"       0";"       0";"       0";"       0";"       0"
"2394";"A043593";"2006KW01";"     338";"     171";"     167";"   13993";"    6954";"    7039";"   13993";"   13870";"   13553";"     123";"       0";"       0";"       0";"       0";"       0"
"2395";"A043593";"2006MM04";"     129";"      64";"      65";"    6644";"    2682";"    3962";"    6644";"    6644";"    5820";"       0";"       0";"       0";"       0";"       0";"       0"
"2396";"A043593";"2006MM05";"     247";"     123";"     124";"   18759";"    8981";"    9778";"   18759";"   18759";"   14318";"       0";"       0";"       0";"       0";"       0";"       0"
"2397";"A043593";"2006MM06";"     246";"     125";"     121";"   16444";"    8278";"    8166";"   16444";"   16444";"   13399";"       0";"       0";"       0";"       0";"       0";"       0"
"2398";"A043593";"2006KW02";"     622";"     312";"     310";"   41847";"   19941";"   21906";"   41847";"   41847";"   33537";"       0";"       0";"       0";"       0";"       0";"       0"
"2399";"A043593";"2006MM07";"     208";"     103";"     105";"   13275";"    6330";"    6945";"   13275";"   13275";"   10936";"       0";"       0";"       0";"       0";"       0";"       0"
"2400";"A043593";"2006MM08";"     213";"     107";"     106";"   19035";"    9850";"    9185";"   19035";"   19035";"   14456";"       0";"       0";"       0";"       0";"       0";"       0"
"2401";"A043593";"2006MM09";"     232";"     118";"     114";"   16846";"    8158";"    8688";"   16846";"   16846";"   13350";"       0";"       0";"       0";"       0";"       0";"       0"
"2402";"A043593";"2006KW03";"     653";"     328";"     325";"   49156";"   24338";"   24818";"   49156";"   49156";"   38742";"       0";"       0";"       0";"       0";"       0";"       0"
"2403";"A043593";"2006MM10";"     245";"     123";"     122";"   13531";"    8006";"    5525";"   13531";"   13531";"   10254";"       0";"       0";"       0";"       0";"       0";"       0"
"2404";"A043593";"2006MM11";"     209";"     102";"     107";"    5952";"    2835";"    3117";"    5952";"    5952";"    5748";"       0";"       0";"       0";"       0";"       0";"       0"
"2405";"A043593";"2006MM12";"     169";"      85";"      84";"    4533";"    2283";"    2250";"    4533";"    4533";"    4435";"       0";"       0";"       0";"       0";"       0";"       0"
"2406";"A043593";"2006KW04";"     623";"     310";"     313";"   24016";"   13124";"   10892";"   24016";"   24016";"   20437";"       0";"       0";"       0";"       0";"       0";"       0"
"2407";"A043593";"2006JJ00";"    2236";"    1121";"    1115";"  129012";"   64357";"   64655";"  129012";"  128889";"  106269";"     123";"       0";"       0";"       0";"       0";"       0"
"2408";"A043593";"2007MM01";"     183";"      92";"      91";"    5408";"    2623";"    2785";"    5408";"    5408";"    5330";"       0";"       0";"       0";"       0";"       0";"       0"
"2409";"A043593";"2007MM02";"     180";"      89";"      91";"    5252";"    2590";"    2662";"    5252";"    5252";"    5023";"       0";"       0";"       0";"       0";"       0";"       0"
"2410";"A043593";"2007MM03";"     185";"      92";"      93";"    5841";"    2908";"    2933";"    5841";"    5841";"    5554";"       0";"       0";"       0";"       0";"       0";"       0"
"2411";"A043593";"2007KW01";"     548";"     273";"     275";"   16501";"    8121";"    8380";"   16501";"   16501";"   15907";"       0";"       0";"       0";"       0";"       0";"       0"
"2412";"A043593";"2007MM04";"     212";"     106";"     106";"    8314";"    3609";"    4705";"    8314";"    8314";"    7579";"       0";"       0";"       0";"       0";"       0";"       0"
"2413";"A043593";"2007MM05";"     288";"     145";"     143";"   18568";"    8807";"    9761";"   18568";"   18568";"   15961";"       0";"       0";"       0";"       0";"       0";"       0"
"2414";"A043593";"2007MM06";"     274";"     135";"     139";"   15756";"    8052";"    7704";"   15756";"   15756";"   13913";"       0";"       0";"       0";"       0";"       0";"       0"
"2415";"A043593";"2007KW02";"     774";"     386";"     388";"   42638";"   20468";"   22170";"   42638";"   42638";"   37453";"       0";"       0";"       0";"       0";"       0";"       0"
"2416";"A043593";"2007MM07";"     256";"     128";"     128";"   17958";"    8280";"    9678";"   17958";"   17958";"   14747";"       0";"       0";"       0";"       0";"       0";"       0"
"2417";"A043593";"2007MM08";"     290";"     144";"     146";"   19107";"   10150";"    8957";"   19107";"   19107";"   15542";"       0";"       0";"       0";"       0";"       0";"       0"
"2418";"A043593";"2007MM09";"     257";"     130";"     127";"   16755";"    8195";"    8560";"   16755";"   16755";"   14684";"       0";"       0";"       0";"       0";"       0";"       0"
"2419";"A043593";"2007KW03";"     803";"     402";"     401";"   53820";"   26625";"   27195";"   53820";"   53820";"   44973";"       0";"       0";"       0";"       0";"       0";"       0"
"2420";"A043593";"2007MM10";"     261";"     131";"     130";"   14445";"    8351";"    6094";"   14445";"   14445";"   12481";"       0";"       0";"       0";"       0";"       0";"       0"
"2421";"A043593";"2007MM11";"     157";"      78";"      79";"    4830";"    2260";"    2570";"    4830";"    4830";"    4830";"       0";"       0";"       0";"       0";"       0";"       0"
"2422";"A043593";"2007MM12";"     103";"      52";"      51";"    3492";"    1756";"    1736";"    3492";"    3492";"    3492";"       0";"       0";"       0";"       0";"       0";"       0"
"2423";"A043593";"2007KW04";"     521";"     261";"     260";"   22767";"   12367";"   10400";"   22767";"   22767";"   20803";"       0";"       0";"       0";"       0";"       0";"       0"
"2424";"A043593";"2007JJ00";"    2646";"    1322";"    1324";"  135726";"   67581";"   68145";"  135726";"  135726";"  119136";"       0";"       0";"       0";"       0";"       0";"       0"
"2425";"A043593";"2008MM01";"     138";"      70";"      68";"    4750";"    2232";"    2518";"    4750";"    4750";"    4725";"       0";"       0";"       0";"       0";"       0";"       0"
"2426";"A043593";"2008MM02";"     137";"      67";"      70";"    4845";"    2453";"    2392";"    4845";"    4845";"    4825";"       0";"       0";"       0";"       0";"       0";"       0"
"2427";"A043593";"2008MM03";"     136";"      68";"      68";"    5302";"    2720";"    2582";"    5302";"    5302";"    5201";"       0";"       0";"       0";"       0";"       0";"       0"
"2428";"A043593";"2008KW01";"     411";"     205";"     206";"   14897";"    7405";"    7492";"   14897";"   14897";"   14751";"       0";"       0";"       0";"       0";"       0";"       0"
"2429";"A043593";"2008MM04";"     196";"      96";"     100";"    9020";"    3238";"    5782";"    9020";"    9020";"    8055";"       0";"       0";"       0";"       0";"       0";"       0"
"2430";"A043593";"2008MM05";"     310";"     154";"     156";"   22151";"   10933";"   11218";"   22151";"   22151";"   17687";"       0";"       0";"       0";"       0";"       0";"       0"
"2431";"A043593";"2008MM06";"     313";"     157";"     156";"   20158";"   10346";"    9812";"   20158";"   20158";"   16375";"       0";"       0";"       0";"       0";"       0";"       0"
"2432";"A043593";"2008KW02";"     819";"     407";"     412";"   51329";"   24517";"   26812";"   51329";"   51329";"   42117";"       0";"       0";"       0";"       0";"       0";"       0"
"2433";"A043593";"2008MM07";"     253";"     126";"     127";"   22223";"   11105";"   11118";"   22223";"   22223";"   16862";"       0";"       0";"       0";"       0";"       0";"       0"
"2434";"A043593";"2008MM08";"     226";"     113";"     113";"   16330";"    8573";"    7757";"   16330";"   16330";"   13214";"       0";"       0";"       0";"       0";"       0";"       0"
"2435";"A043593";"2008MM09";"     267";"     132";"     135";"   20445";"    9871";"   10574";"   20445";"   20445";"   16052";"       0";"       0";"       0";"       0";"       0";"       0"
"2436";"A043593";"2008KW03";"     746";"     371";"     375";"   58998";"   29549";"   29449";"   58998";"   58998";"   46128";"       0";"       0";"       0";"       0";"       0";"       0"
"2437";"A043593";"2008MM10";"     236";"     116";"     120";"   16456";"    9530";"    6926";"   16456";"   16456";"   12021";"       0";"       0";"       0";"       0";"       0";"       0"
"2438";"A043593";"2008MM11";"     118";"      60";"      58";"    4280";"    2117";"    2163";"    4280";"    4280";"    4122";"       0";"       0";"       0";"       0";"       0";"       0"
"2439";"A043593";"2008MM12";"      68";"      33";"      35";"    2989";"    1574";"    1415";"    2989";"    2989";"    2989";"       0";"       0";"       0";"       0";"       0";"       0"
"2440";"A043593";"2008KW04";"     422";"     209";"     213";"   23725";"   13221";"   10504";"   23725";"   23725";"   19132";"       0";"       0";"       0";"       0";"       0";"       0"
"2441";"A043593";"2008JJ00";"    2398";"    1192";"    1206";"  148949";"   74692";"   74257";"  148949";"  148949";"  122128";"       0";"       0";"       0";"       0";"       0";"       0"
"2442";"A043593";"2009MM01";"      80";"      41";"      39";"    3968";"    1715";"    2253";"    3968";"    3968";"    3968";"       0";"       0";"       0";"       0";"       0";"       0"
"2443";"A043593";"2009MM02";"      76";"      38";"      38";"    4081";"    2159";"    1922";"    4081";"    4081";"    4081";"       0";"       0";"       0";"       0";"       0";"       0"
"2444";"A043593";"2009MM03";"     105";"      53";"      52";"    4851";"    2404";"    2447";"    4851";"    4851";"    4398";"       0";"       0";"       0";"       0";"       0";"       0"
"2445";"A043593";"2009KW01";"     261";"     132";"     129";"   12900";"    6278";"    6622";"   12900";"   12900";"   12447";"       0";"       0";"       0";"       0";"       0";"       0"
"2446";"A043593";"2009MM04";"     141";"      71";"      70";"    7241";"    2737";"    4504";"    7241";"    7241";"    6319";"       0";"       0";"       0";"       0";"       0";"       0"
"2447";"A043593";"2009MM05";"     215";"     104";"     111";"   17220";"    8297";"    8923";"   17220";"   17220";"   13913";"       0";"       0";"       0";"       0";"       0";"       0"
"2448";"A043593";"2009MM06";"     209";"     103";"     106";"   17348";"    8886";"    8462";"   17348";"   17348";"   14262";"       0";"       0";"       0";"       0";"       0";"       0"
"2449";"A043593";"2009KW02";"     565";"     278";"     287";"   41809";"   19920";"   21889";"   41809";"   41809";"   34494";"       0";"       0";"       0";"       0";"       0";"       0"
"2450";"A043593";"2009MM07";"     221";"     111";"     110";"   22411";"   10508";"   11903";"   22411";"   22411";"   17551";"       0";"       0";"       0";"       0";"       0";"       0"
"2451";"A043593";"2009MM08";"     212";"     105";"     107";"   17744";"    9680";"    8064";"   17744";"   17744";"   14366";"       0";"       0";"       0";"       0";"       0";"       0"
"2452";"A043593";"2009MM09";"     226";"     113";"     113";"   18094";"    8591";"    9503";"   18094";"   18094";"   14241";"       0";"       0";"       0";"       0";"       0";"       0"
"2453";"A043593";"2009KW03";"     659";"     329";"     330";"   58249";"   28779";"   29470";"   58249";"   58249";"   46158";"       0";"       0";"       0";"       0";"       0";"       0"
"2454";"A043593";"2009MM10";"     211";"     105";"     106";"   15558";"    8986";"    6572";"   15558";"   15558";"   11839";"       0";"       0";"       0";"       0";"       0";"       0"
"2455";"A043593";"2009MM11";"     108";"      54";"      54";"    3915";"    1878";"    2037";"    3915";"    3915";"    3470";"       0";"       0";"       0";"       0";"       0";"       0"
"2456";"A043593";"2009MM12";"      72";"      35";"      37";"    3613";"    1894";"    1719";"    3613";"    3613";"    3613";"       0";"       0";"       0";"       0";"       0";"       0"
"2457";"A043593";"2009KW04";"     391";"     194";"     197";"   23086";"   12758";"   10328";"   23086";"   23086";"   18922";"       0";"       0";"       0";"       0";"       0";"       0"
"2458";"A043593";"2009JJ00";"    1876";"     933";"     943";"  136044";"   67735";"   68309";"  136044";"  136044";"  112021";"       0";"       0";"       0";"       0";"       0";"       0"
"2459";"A043593";"2010MM01";"      77";"      39";"      38";"    3302";"    1376";"    1926";"    3302";"    3302";"    3302";"       0";"       0";"       0";"       0";"       0";"       0"
"2460";"A043593";"2010MM02";"      82";"      42";"      40";"    3791";"    1921";"    1870";"    3791";"    3791";"    3530";"       0";"       0";"       0";"       0";"       0";"       0"
"2461";"A043593";"2010MM03";"     111";"      56";"      55";"    4935";"    2634";"    2301";"    4935";"    4935";"    4621";"       0";"       0";"       0";"       0";"       0";"       0"
"2462";"A043593";"2010KW01";"     270";"     137";"     133";"   12028";"    5931";"    6097";"   12028";"   12028";"   11453";"       0";"       0";"       0";"       0";"       0";"       0"
"2463";"A043593";"2010MM04";"      95";"      49";"      46";"    5473";"    2141";"    3332";"    5473";"    5473";"    4196";"       0";"       0";"       0";"       0";"       0";"       0"
"2464";"A043593";"2010MM05";"     210";"     104";"     106";"   17357";"    7751";"    9606";"   17357";"   17357";"   14018";"       0";"       0";"       0";"       0";"       0";"       0"
"2465";"A043593";"2010MM06";"     232";"     116";"     116";"   17011";"    8916";"    8095";"   17011";"   17011";"   13708";"       0";"       0";"       0";"       0";"       0";"       0"
"2466";"A043593";"2010KW02";"     537";"     269";"     268";"   39841";"   18808";"   21033";"   39841";"   39841";"   31922";"       0";"       0";"       0";"       0";"       0";"       0"
"2467";"A043593";"2010MM07";"     188";"      94";"      94";"   16825";"    7747";"    9078";"   16825";"   16825";"   13696";"       0";"       0";"       0";"       0";"       0";"       0"
"2468";"A043593";"2010MM08";"     209";"     106";"     103";"   17872";"    9559";"    8313";"   17872";"   17872";"   14087";"       0";"       0";"       0";"       0";"       0";"       0"
"2469";"A043593";"2010MM09";"     201";"     101";"     100";"   16804";"    8189";"    8615";"   16804";"   16804";"   13386";"       0";"       0";"       0";"       0";"       0";"       0"
"2470";"A043593";"2010KW03";"     598";"     301";"     297";"   51501";"   25495";"   26006";"   51501";"   51501";"   41169";"       0";"       0";"       0";"       0";"       0";"       0"
"2471";"A043593";"2010MM10";"     177";"      86";"      91";"   12639";"    7283";"    5356";"   12639";"   12639";"    8741";"       0";"       0";"       0";"       0";"       0";"       0"
"2472";"A043593";"2010MM11";"      96";"      47";"      49";"    3531";"    1677";"    1854";"    3531";"    3531";"    3433";"       0";"       0";"       0";"       0";"       0";"       0"
"2473";"A043593";"2010MM12";"      68";"      35";"      33";"    3119";"    1601";"    1518";"    3119";"    3119";"    3119";"       0";"       0";"       0";"       0";"       0";"       0"
"2474";"A043593";"2010KW04";"     341";"     168";"     173";"   19289";"   10561";"    8728";"   19289";"   19289";"   15293";"       0";"       0";"       0";"       0";"       0";"       0"
"2475";"A043593";"2010JJ00";"    1746";"     875";"     871";"  122659";"   60795";"   61864";"  122659";"  122659";"   99837";"       0";"       0";"       0";"       0";"       0";"       0"
"2476";"A043593";"2011MM01";"      77";"      40";"      37";"    3268";"    1413";"    1855";"    3268";"    3268";"    3268";"       0";"       0";"       0";"       0";"       0";"       0"
"2477";"A043593";"2011MM02";"      84";"      42";"      42";"    3884";"    2073";"    1811";"    3884";"    3884";"    3884";"       0";"       0";"       0";"       0";"       0";"       0"
"2478";"A043593";"2011MM03";"     103";"      50";"      53";"    4290";"    2158";"    2132";"    4290";"    4290";"    4290";"       0";"       0";"       0";"       0";"       0";"       0"
"2479";"A043593";"2011KW01";"     264";"     132";"     132";"   11442";"    5644";"    5798";"   11442";"   11442";"   11442";"       0";"       0";"       0";"       0";"       0";"       0"
"2480";"A043593";"2011MM04";"     108";"      56";"      52";"    5173";"    2028";"    3145";"    5173";"    5173";"    4475";"       0";"       0";"       0";"       0";"       0";"       0"
"2481";"A043593";"2011MM05";"     210";"     106";"     104";"   15817";"    7362";"    8455";"   15817";"   15817";"   12113";"       0";"       0";"       0";"       0";"       0";"       0"
"2482";"A043593";"2011MM06";"     219";"     108";"     111";"   15380";"    7927";"    7453";"   15380";"   15380";"   12084";"       0";"       0";"       0";"       0";"       0";"       0"
"2483";"A043593";"2011KW02";"     537";"     270";"     267";"   36370";"   17317";"   19053";"   36370";"   36370";"   28672";"       0";"       0";"       0";"       0";"       0";"       0"
"2484";"A043593";"2011MM07";"     196";"      97";"      99";"   12622";"    6084";"    6538";"   12622";"   12622";"   10118";"       0";"       0";"       0";"       0";"       0";"       0"
"2485";"A043593";"2011MM08";"     198";"      99";"      99";"   18931";"    9269";"    9662";"   18931";"   18931";"   14428";"       0";"       0";"       0";"       0";"       0";"       0"
"2486";"A043593";"2011MM09";"     211";"     106";"     105";"   17497";"    9102";"    8395";"   17497";"   17497";"   13910";"       0";"       0";"       0";"       0";"       0";"       0"
"2487";"A043593";"2011KW03";"     605";"     302";"     303";"   49050";"   24455";"   24595";"   49050";"   49050";"   38456";"       0";"       0";"       0";"       0";"       0";"       0"
"2488";"A043593";"2011MM10";"     162";"      80";"      82";"   11189";"    6557";"    4632";"   11189";"   11189";"    7596";"       0";"       0";"       0";"       0";"       0";"       0"
"2489";"A043593";"2011MM11";"      68";"      34";"      34";"    2902";"    1361";"    1541";"    2902";"    2902";"    2771";"       0";"       0";"       0";"       0";"       0";"       0"
"2490";"A043593";"2011MM12";"      51";"      26";"      25";"    3374";"    1670";"    1704";"    3374";"    3374";"    3374";"       0";"       0";"       0";"       0";"       0";"       0"
"2491";"A043593";"2011KW04";"     281";"     140";"     141";"   17465";"    9588";"    7877";"   17465";"   17465";"   13741";"       0";"       0";"       0";"       0";"       0";"       0"
"2492";"A043593";"2011JJ00";"    1687";"     844";"     843";"  114327";"   57004";"   57323";"  114327";"  114327";"   92311";"       0";"       0";"       0";"       0";"       0";"       0"
"2493";"A043593";"2012MM01";"      87";"      43";"      44";"    4268";"    1927";"    2341";"    4268";"    4268";"    4268";"       0";"       0";"       0";"       0";"       0";"       0"
"2494";"A043593";"2012MM02";"      82";"      41";"      41";"    4805";"    2435";"    2370";"    4805";"    4805";"    4805";"       0";"       0";"       0";"       0";"       0";"       0"
"2495";"A043593";"2012MM03";"      79";"      40";"      39";"    5079";"    2701";"    2378";"    5079";"    5079";"    5079";"       0";"       0";"       0";"       0";"       0";"       0"
"2496";"A043593";"2012KW01";"     248";"     124";"     124";"   14152";"    7063";"    7089";"   14152";"   14152";"   14152";"       0";"       0";"       0";"       0";"       0";"       0"
"2497";"A043593";"2012MM04";"     112";"      56";"      56";"    6278";"    2410";"    3868";"    6278";"    6278";"    5748";"       0";"       0";"       0";"       0";"       0";"       0"
"2498";"A043593";"2012MM05";"     240";"     120";"     120";"   23064";"   10792";"   12272";"   23064";"   23064";"   19329";"       0";"       0";"       0";"       0";"       0";"       0"
"2499";"A043593";"2012MM06";"     270";"     133";"     137";"   24752";"   12765";"   11987";"   24752";"   24752";"   21635";"       0";"       0";"       0";"       0";"       0";"       0"
"2500";"A043593";"2012KW02";"     622";"     309";"     313";"   54094";"   25967";"   28127";"   54094";"   54094";"   46712";"       0";"       0";"       0";"       0";"       0";"       0"
"2501";"A043593";"2012MM07";"     269";"     136";"     133";"   24704";"   11283";"   13421";"   24704";"   24704";"   22233";"       0";"       0";"       0";"       0";"       0";"       0"
"2502";"A043593";"2012MM08";"     277";"     139";"     138";"   32461";"   16864";"   15597";"   32461";"   32461";"   28151";"       0";"       0";"       0";"       0";"       0";"       0"
"2503";"A043593";"2012MM09";"     260";"     130";"     130";"   26272";"   13296";"   12976";"   26272";"   26272";"   22625";"       0";"       0";"       0";"       0";"       0";"       0"
"2504";"A043593";"2012KW03";"     806";"     405";"     401";"   83437";"   41443";"   41994";"   83437";"   83437";"   73009";"       0";"       0";"       0";"       0";"       0";"       0"
"2505";"A043593";"2012MM10";"     211";"     106";"     105";"   18936";"   10839";"    8097";"   18936";"   18936";"   15047";"       0";"       0";"       0";"       0";"       0";"       0"
"2506";"A043593";"2012MM11";"      78";"      39";"      39";"    5008";"    2450";"    2558";"    5008";"    5008";"    4909";"       0";"       0";"       0";"       0";"       0";"       0"
"2507";"A043593";"2012MM12";"      71";"      35";"      36";"    5185";"    2564";"    2621";"    5185";"    5185";"    5185";"       0";"       0";"       0";"       0";"       0";"       0"
"2508";"A043593";"2012KW04";"     360";"     180";"     180";"   29129";"   15853";"   13276";"   29129";"   29129";"   25141";"       0";"       0";"       0";"       0";"       0";"       0"
"2509";"A043593";"2012JJ00";"    2036";"    1018";"    1018";"  180812";"   90326";"   90486";"  180812";"  180812";"  159014";"       0";"       0";"       0";"       0";"       0";"       0"
"2510";"A043593";"2013MM01";"      76";"      39";"      37";"    5947";"    2842";"    3105";"    5947";"    5947";"    5947";"       0";"       0";"       0";"       0";"       0";"       0"
"2511";"A043593";"2013MM02";"      79";"      40";"      39";"    5938";"    3098";"    2840";"    5938";"    5938";"    5938";"       0";"       0";"       0";"       0";"       0";"       0"
"2512";"A043593";"2013MM03";"      81";"      40";"      41";"    7329";"    3643";"    3686";"    7329";"    7329";"    7329";"       0";"       0";"       0";"       0";"       0";"       0"
"2513";"A043593";"2013KW01";"     236";"     119";"     117";"   19214";"    9583";"    9631";"   19214";"   19214";"   19214";"       0";"       0";"       0";"       0";"       0";"       0"
"2514";"A043593";"2013MM04";"      71";"      36";"      35";"    6282";"    2147";"    4135";"    6282";"    6282";"    5632";"       0";"       0";"       0";"       0";"       0";"       0"
"2515";"A043593";"2013MM05";"     221";"     110";"     111";"   25647";"   12415";"   13232";"   25647";"   25647";"   20357";"       0";"       0";"       0";"       0";"       0";"       0"
