"ID";"Airports";"Periods";"TotalFlights_3";"TotalArrivalsFlights_6";"TotalDeparturesFlights_9";"TotalPassengers_12";"TotalArrivalsPassengers_15";"TotalDeparturesPassengers_18";"TotalCountryOfOriginDestination_21";"EuropeTotal_22";"EUCountries_23";"TotalIntercontinentalPassengers_25";"America_32";"Asia_36";"WestAsia_37";"SouthEastAsia_38";"NorthEastAsia_39"
"906";"A043590";"2025MM07";"   43320";"   21646";"   21674";" 6552356";" 3107088";" 3445268";" 6552356";" 4729405";" 3328131";" 1822951";" 1029468";"  555177";"  215357";"  148907";"  190913"
"907";"A043590";"2025MM08";"   43614";"   21806";"   21808";" 6621920";" 3513624";" 3108296";" 6621920";" 4742803";" 3322106";" 1879117";" 1042376";"  585455";"  227935";"  157954";"  199566"
"908";"A043596";"1997JJ00";"   22077";"   11023";"   11054";"  469487";"  234738";"  234749";"  469487";"  457478";"  452244";"   12009";"       0";"       0";"       0";"       0";"       0"
"909";"A043596";"1998JJ00";"   21409";"   10698";"   10711";"  542900";"  273889";"  269011";"  542900";"  527607";"  507113";"   15293";"       0";"       0";"       0";"       0";"       0"
"910";"A043596";"1999MM01";"    1586";"     794";"     792";"   35454";"   18051";"   17403";"   35454";"   34822";"   34538";"     632";"       0";"       0";"       0";"       0";"       0"
"911";"A043596";"1999MM02";"    1570";"     780";"     790";"   39278";"   20702";"   18576";"   39278";"   38173";"   37628";"    1105";"       0";"       0";"       0";"       0";"       0"
"912";"A043596";"1999MM03";"    1875";"     939";"     936";"   40121";"   20329";"   19792";"   40121";"   38543";"   37159";"    1578";"       0";"       0";"       0";"       0";"       0"
"913";"A043596";"1999KW01";"    5031";"    2513";"    2518";"  114853";"   59082";"   55771";"  114853";"  111538";"  109325";"    3315";"       0";"       0";"       0";"       0";"       0"
"914";"A043596";"1999MM04";"    1732";"     870";"     862";"   39909";"   18664";"   21245";"   39909";"   39414";"   35929";"     495";"       0";"       0";"       0";"       0";"       0"
"915";"A043596";"1999MM05";"    1918";"     962";"     956";"   64967";"   31911";"   33056";"   64967";"   64394";"   60919";"     573";"       0";"       0";"       0";"       0";"       0"
"916";"A043596";"1999MM06";"    2050";"    1024";"    1026";"   57489";"   28348";"   29141";"   57489";"   56847";"   54890";"     642";"       0";"       0";"       0";"       0";"       0"
"917";"A043596";"1999KW02";"    5700";"    2856";"    2844";"  162365";"   78923";"   83442";"  162365";"  160655";"  151738";"    1710";"       0";"       0";"       0";"       0";"       0"
"918";"A043596";"1999MM07";"    1876";"     939";"     937";"   64185";"   28780";"   35405";"   64185";"   61346";"   59063";"    2839";"       0";"       0";"       0";"       0";"       0"
"919";"A043596";"1999MM08";"    1962";"     982";"     980";"   64680";"   35062";"   29618";"   64680";"   60142";"   56863";"    4538";"       0";"       0";"       0";"       0";"       0"
"920";"A043596";"1999MM09";"    2135";"    1068";"    1067";"   63346";"   30502";"   32844";"   63346";"   62433";"   59087";"     913";"       0";"       0";"       0";"       0";"       0"
"921";"A043596";"1999KW03";"    5973";"    2989";"    2984";"  192211";"   94344";"   97867";"  192211";"  183921";"  175013";"    8290";"       0";"       0";"       0";"       0";"       0"
"922";"A043596";"1999MM10";"    2099";"    1055";"    1044";"   62131";"   32735";"   29396";"   62131";"   61325";"   55623";"     806";"       0";"       0";"       0";"       0";"       0"
"923";"A043596";"1999MM11";"    1896";"     949";"     947";"   41733";"   21246";"   20487";"   41733";"   40262";"   39734";"    1471";"       0";"       0";"       0";"       0";"       0"
"924";"A043596";"1999MM12";"    1606";"     797";"     809";"   33874";"   17649";"   16225";"   33874";"   33407";"   33320";"     467";"       0";"       0";"       0";"       0";"       0"
"925";"A043596";"1999KW04";"    5601";"    2801";"    2800";"  137738";"   71630";"   66108";"  137738";"  134994";"  128677";"    2744";"       0";"       0";"       0";"       0";"       0"
"926";"A043596";"1999JJ00";"   22305";"   11159";"   11146";"  607167";"  303979";"  303188";"  607167";"  591108";"  564753";"   16059";"       0";"       0";"       0";"       0";"       0"
"927";"A043596";"2000MM01";"    1803";"     904";"     899";"   35006";"   17714";"   17292";"   35006";"   34095";"   33447";"     911";"       0";"     285";"       0";"       0";"     285"
"928";"A043596";"2000MM02";"    1842";"     921";"     921";"   38721";"   19023";"   19698";"   38721";"   37819";"   37476";"     902";"       0";"     138";"     138";"       0";"       0"
"929";"A043596";"2000MM03";"    2075";"    1037";"    1038";"   46757";"   23657";"   23100";"   46757";"   45595";"   44565";"    1162";"       0";"       0";"       0";"       0";"       0"
"930";"A043596";"2000KW01";"    5720";"    2862";"    2858";"  120484";"   60394";"   60090";"  120484";"  117509";"  115488";"    2975";"       0";"     423";"     138";"       0";"     285"
"931";"A043596";"2000MM04";"    2085";"    1048";"    1037";"   52305";"   24727";"   27578";"   52305";"   51581";"   48166";"     724";"       0";"      21";"      21";"       0";"       0"
"932";"A043596";"2000MM05";"    2398";"    1201";"    1197";"   74601";"   37706";"   36895";"   74601";"   74580";"   70371";"      21";"       0";"      21";"      21";"       0";"       0"
"933";"A043596";"2000MM06";"    2419";"    1212";"    1207";"   79429";"   39820";"   39609";"   79429";"   78913";"   69232";"     516";"       0";"       0";"       0";"       0";"       0"
"934";"A043596";"2000KW02";"    6902";"    3461";"    3441";"  206335";"  102253";"  104082";"  206335";"  205074";"  187769";"    1261";"       0";"      42";"      42";"       0";"       0"
"935";"A043596";"2000MM07";"    2215";"    1108";"    1107";"   77105";"   34157";"   42948";"   77105";"   70717";"   65714";"    6388";"       0";"       0";"       0";"       0";"       0"
"936";"A043596";"2000MM08";"    2117";"    1054";"    1063";"   71070";"   40384";"   30686";"   71070";"   64542";"   58476";"    6528";"       0";"       0";"       0";"       0";"       0"
"937";"A043596";"2000MM09";"    2187";"    1096";"    1091";"   76253";"   37672";"   38581";"   76253";"   74898";"   68408";"    1355";"      88";"      87";"      87";"       0";"       0"
"938";"A043596";"2000KW03";"    6519";"    3258";"    3261";"  224428";"  112213";"  112215";"  224428";"  210157";"  192598";"   14271";"      88";"      87";"      87";"       0";"       0"
"939";"A043596";"2000MM10";"    2256";"    1125";"    1131";"   69313";"   37688";"   31625";"   69313";"   69313";"   64536";"       0";"       0";"       0";"       0";"       0";"       0"
"940";"A043596";"2000MM11";"    1920";"     962";"     958";"   42773";"   21792";"   20981";"   42773";"   42773";"   42544";"       0";"       0";"       0";"       0";"       0";"       0"
"941";"A043596";"2000MM12";"    1489";"     743";"     746";"   33279";"   16845";"   16434";"   33279";"   33279";"   32953";"       0";"       0";"       0";"       0";"       0";"       0"
"942";"A043596";"2000KW04";"    5665";"    2830";"    2835";"  145365";"   76325";"   69040";"  145365";"  145365";"  140033";"       0";"       0";"       0";"       0";"       0";"       0"
"943";"A043596";"2000JJ00";"   24806";"   12411";"   12395";"  696612";"  351185";"  345427";"  696612";"  678105";"  635888";"   18507";"      88";"     552";"     267";"       0";"     285"
"944";"A043596";"2001MM01";"    1795";"     898";"     897";"   34865";"   17754";"   17111";"   34865";"   34865";"   34206";"       0";"       0";"       0";"       0";"       0";"       0"
"945";"A043596";"2001MM02";"    1614";"     808";"     806";"   34790";"   17295";"   17495";"   34790";"   34790";"   33882";"       0";"       0";"       0";"       0";"       0";"       0"
"946";"A043596";"2001MM03";"    1879";"     937";"     942";"   42902";"   21754";"   21148";"   42902";"   42862";"   40790";"      40";"       0";"       0";"       0";"       0";"       0"
"947";"A043596";"2001KW01";"    5288";"    2643";"    2645";"  112557";"   56803";"   55754";"  112557";"  112517";"  108878";"      40";"       0";"       0";"       0";"       0";"       0"
"948";"A043596";"2001MM04";"    1428";"     716";"     712";"   56380";"   25824";"   30556";"   56380";"   56210";"   51946";"     170";"       0";"     130";"     130";"       0";"       0"
"949";"A043596";"2001MM05";"    1723";"     861";"     862";"   81744";"   39981";"   41763";"   81744";"   81500";"   73799";"     244";"       0";"     244";"     244";"       0";"       0"
"950";"A043596";"2001MM06";"    1800";"     898";"     902";"   76968";"   38800";"   38168";"   76968";"   76050";"   71155";"     918";"       0";"     170";"     170";"       0";"       0"
"951";"A043596";"2001KW02";"    4951";"    2475";"    2476";"  215092";"  104605";"  110487";"  215092";"  213760";"  196900";"    1332";"       0";"     544";"     544";"       0";"       0"
"952";"A043596";"2001MM07";"    1891";"     948";"     943";"   93388";"   41665";"   51723";"   93388";"   86580";"   75659";"    6808";"       0";"     249";"     249";"       0";"       0"
"953";"A043596";"2001MM08";"    1954";"     974";"     980";"  101666";"   60189";"   41477";"  101666";"   91086";"   77453";"   10580";"       0";"     294";"     294";"       0";"       0"
"954";"A043596";"2001MM09";"    1852";"     928";"     924";"   84783";"   44172";"   40611";"   84783";"   80756";"   72959";"    4027";"       0";"     943";"     943";"       0";"       0"
"955";"A043596";"2001KW03";"    5697";"    2850";"    2847";"  279837";"  146026";"  133811";"  279837";"  258422";"  226071";"   21415";"       0";"    1486";"    1486";"       0";"       0"
"956";"A043596";"2001MM10";"    1804";"     905";"     899";"   75952";"   42365";"   33587";"   75952";"   75488";"   67198";"     464";"       0";"     464";"     464";"       0";"       0"
"957";"A043596";"2001MM11";"    1221";"     610";"     611";"   36609";"   18804";"   17805";"   36609";"   36438";"   35850";"     171";"       0";"     171";"     171";"       0";"       0"
"958";"A043596";"2001MM12";"     972";"     484";"     488";"   27780";"   13525";"   14255";"   27780";"   27780";"   27591";"       0";"       0";"       0";"       0";"       0";"       0"
"959";"A043596";"2001KW04";"    3997";"    1999";"    1998";"  140341";"   74694";"   65647";"  140341";"  139706";"  130639";"     635";"       0";"     635";"     635";"       0";"       0"
"960";"A043596";"2001JJ00";"   19933";"    9967";"    9966";"  747827";"  382128";"  365699";"  747827";"  724405";"  662488";"   23422";"       0";"    2665";"    2665";"       0";"       0"
"961";"A043596";"2002MM01";"    1306";"     651";"     655";"   32355";"   16646";"   15709";"   32355";"   32197";"   31908";"     158";"       0";"       0";"       0";"       0";"       0"
"962";"A043596";"2002MM02";"    1255";"     629";"     626";"   35280";"   17448";"   17832";"   35280";"   35280";"   34889";"       0";"       0";"       0";"       0";"       0";"       0"
"963";"A043596";"2002MM03";"    1406";"     699";"     707";"   42660";"   21658";"   21002";"   42660";"   42660";"   41640";"       0";"       0";"       0";"       0";"       0";"       0"
"964";"A043596";"2002KW01";"    3967";"    1979";"    1988";"  110295";"   55752";"   54543";"  110295";"  110137";"  108437";"     158";"       0";"       0";"       0";"       0";"       0"
"965";"A043596";"2002MM04";"    1427";"     708";"     719";"   47908";"   22277";"   25631";"   47908";"   47908";"   45245";"       0";"       0";"       0";"       0";"       0";"       0"
"966";"A043596";"2002MM05";"    1677";"     839";"     838";"   66776";"   34325";"   32451";"   66776";"   66736";"   60105";"      40";"      40";"       0";"       0";"       0";"       0"
"967";"A043596";"2002MM06";"    1645";"     819";"     826";"   60879";"   30312";"   30567";"   60879";"   60151";"   54586";"     728";"      68";"       0";"       0";"       0";"       0"
"968";"A043596";"2002KW02";"    4749";"    2366";"    2383";"  175563";"   86914";"   88649";"  175563";"  174795";"  159936";"     768";"     108";"       0";"       0";"       0";"       0"
"969";"A043596";"2002MM07";"    1642";"     817";"     825";"   66950";"   29293";"   37657";"   66950";"   63083";"   55387";"    3867";"       0";"       0";"       0";"       0";"       0"
"970";"A043596";"2002MM08";"    1639";"     819";"     820";"   66630";"   38611";"   28019";"   66630";"   61353";"   53488";"    5277";"       0";"       0";"       0";"       0";"       0"
"971";"A043596";"2002MM09";"    1707";"     852";"     855";"   63603";"   31840";"   31763";"   63603";"   62848";"   56805";"     755";"       0";"       0";"       0";"       0";"       0"
"972";"A043596";"2002KW03";"    4988";"    2488";"    2500";"  197183";"   99744";"   97439";"  197183";"  187284";"  165680";"    9899";"       0";"       0";"       0";"       0";"       0"
"973";"A043596";"2002MM10";"    1707";"     850";"     857";"   58900";"   31432";"   27468";"   58900";"   58900";"   51935";"       0";"       0";"       0";"       0";"       0";"       0"
"974";"A043596";"2002MM11";"    1437";"     725";"     712";"   38518";"   19577";"   18941";"   38518";"   38485";"   37265";"      33";"       0";"      33";"      33";"       0";"       0"
"975";"A043596";"2002MM12";"    1143";"     565";"     578";"   31562";"   15388";"   16174";"   31562";"   31562";"   30577";"       0";"       0";"       0";"       0";"       0";"       0"
"976";"A043596";"2002KW04";"    4287";"    2140";"    2147";"  128980";"   66397";"   62583";"  128980";"  128947";"  119777";"      33";"       0";"      33";"      33";"       0";"       0"
"977";"A043596";"2002JJ00";"   17991";"    8973";"    9018";"  612021";"  308807";"  303214";"  612021";"  601163";"  553830";"   10858";"     108";"      33";"      33";"       0";"       0"
"978";"A043596";"2003MM01";"    1010";"     498";"     512";"   30951";"   15984";"   14967";"   30951";"   30951";"   30504";"       0";"       0";"       0";"       0";"       0";"       0"
"979";"A043596";"2003MM02";"    1058";"     524";"     534";"   35045";"   17144";"   17901";"   35045";"   35045";"   34068";"       0";"       0";"       0";"       0";"       0";"       0"
"980";"A043596";"2003MM03";"    1163";"     579";"     584";"   38499";"   19872";"   18627";"   38499";"   38499";"   35097";"       0";"       0";"       0";"       0";"       0";"       0"
"981";"A043596";"2003KW01";"    3231";"    1601";"    1630";"  104495";"   53000";"   51495";"  104495";"  104495";"   99669";"       0";"       0";"       0";"       0";"       0";"       0"
"982";"A043596";"2003MM04";"    1154";"     575";"     579";"   45034";"   19798";"   25236";"   45034";"   45034";"   43106";"       0";"       0";"       0";"       0";"       0";"       0"
"983";"A043596";"2003MM05";"    1447";"     726";"     721";"   66908";"   33162";"   33746";"   66908";"   66908";"   58582";"       0";"       0";"       0";"       0";"       0";"       0"
"984";"A043596";"2003MM06";"    1355";"     676";"     679";"   63270";"   32343";"   30927";"   63270";"   63270";"   55941";"       0";"       0";"       0";"       0";"       0";"       0"
"985";"A043596";"2003KW02";"    3956";"    1977";"    1979";"  175212";"   85303";"   89909";"  175212";"  175212";"  157629";"       0";"       0";"       0";"       0";"       0";"       0"
"986";"A043596";"2003MM07";"    1429";"     721";"     708";"   71569";"   31587";"   39982";"   71569";"   68236";"   55948";"    3333";"       0";"       0";"       0";"       0";"       0"
"987";"A043596";"2003MM08";"    1268";"     632";"     636";"   64823";"   38428";"   26395";"   64823";"   61258";"   49429";"    3565";"       0";"       0";"       0";"       0";"       0"
"988";"A043596";"2003MM09";"    1459";"     727";"     732";"   63448";"   31063";"   32385";"   63448";"   63216";"   55205";"     232";"       0";"       0";"       0";"       0";"       0"
"989";"A043596";"2003KW03";"    4156";"    2080";"    2076";"  199840";"  101078";"   98762";"  199840";"  192710";"  160582";"    7130";"       0";"       0";"       0";"       0";"       0"
"990";"A043596";"2003MM10";"    1223";"     610";"     613";"   60453";"   32117";"   28336";"   60453";"   60453";"   51366";"       0";"       0";"       0";"       0";"       0";"       0"
"991";"A043596";"2003MM11";"    1036";"     519";"     517";"   40759";"   21394";"   19365";"   40759";"   40759";"   38016";"       0";"       0";"       0";"       0";"       0";"       0"
"992";"A043596";"2003MM12";"     856";"     431";"     425";"   36064";"   17571";"   18493";"   36064";"   35825";"   33188";"     239";"       0";"       0";"       0";"       0";"       0"
"993";"A043596";"2003KW04";"    3115";"    1560";"    1555";"  137276";"   71082";"   66194";"  137276";"  137037";"  122570";"     239";"       0";"       0";"       0";"       0";"       0"
"994";"A043596";"2003JJ00";"   14458";"    7218";"    7240";"  616823";"  310463";"  306360";"  616823";"  609454";"  540450";"    7369";"       0";"       0";"       0";"       0";"       0"
"995";"A043596";"2004MM01";"     945";"     458";"     487";"   36511";"   18421";"   18090";"   36511";"   36511";"   35201";"       0";"       0";"       0";"       0";"       0";"       0"
